epochDates,High,Low,Open,Close,Volume,Adj Close,20dma,60dma,100dma
1497931200,244.2599945,242.9900055,244.25,243.0099945,56906400,222.8105011,242.9440018,238.8948336,237.0655002
1498017600,243.5899963,242.4100037,243.4600067,242.9499969,55977600,222.7554932,243.0890015,239.0503337,237.2053001
1498104000,243.5299988,242.6399994,242.9600067,242.8399963,44148100,222.6546326,243.2005013,239.1756668,237.3582001
1498190400,243.5099945,242.4700012,242.9100037,243.1300049,66986800,222.9205627,243.2690018,239.302167,237.5142001
1498449600,244.3800049,243.0500031,243.8999939,243.2899933,56700500,223.067215,243.3480011,239.4188337,237.6709001
1498536000,243.3800049,241.3099976,243.0399933,241.3300018,82247700,221.2701416,243.3395012,239.5120003,237.8065001
1498622400,243.7200012,242.2299957,242.5,243.4900055,70042600,223.2506104,243.4420013,239.6480003,237.9480002
1498708800,243.7200012,239.9600067,243.6600037,241.3500061,106949700,221.2885437,243.3415016,239.7458338,238.0722003
1498795200,242.7100067,241.5800018,242.2799988,241.8000031,86820700,221.7010956,243.2230019,239.8628339,238.2008003
1499054400,243.3800049,242.2100067,242.8800049,242.2100067,39153800,222.0770111,243.1340019,239.9756673,238.3305003
1499227200,243.0099945,241.6999969,242.6300049,242.7700043,54427600,222.5904541,243.1120018,240.1018341,238.4522003
1499313600,242.0299988,240.3399963,241.8899994,240.5500031,65400800,220.5549927,242.9565018,240.1886676,238.5426004
1499400000,242.2799988,240.5599976,241.2100067,242.1100006,57972300,221.9853516,242.8730019,240.3061676,238.6360004
1499659200,242.8000031,241.7599945,242.1100006,242.3699951,36663300,222.2237091,242.8210014,240.4451675,238.7227003
1499745600,242.5500031,240.8500061,242.3699951,242.1900024,50354600,222.0586853,242.7625015,240.606501,238.7954004
1499832000,244.1999969,243.3000031,243.3000031,244.0099945,59610400,223.7273865,242.7355011,240.7638341,238.8883003
1499918400,244.5500031,243.7599945,244.0200043,244.4199982,39471600,224.1033325,242.7445007,240.9396675,238.9816003
1500004800,245.9700012,244.3099976,244.4199982,245.5599976,60262700,225.1485596,242.8340004,241.1416674,239.0723003
1500264000,245.9100037,245.3300018,245.4700012,245.5299988,33531900,225.1210785,242.9785004,241.3115008,239.1648003
1500350400,245.7200012,244.6699982,245.0599976,245.6600037,42742500,225.2402649,243.0285004,241.4960009,239.2570003
1500436800,247,246.0099945,246.0200043,246.9900055,51034300,226.4596863,243.2275009,241.6596677,239.3595003
1500523200,247.4199982,246.4700012,247.2799988,247.1000061,47135200,226.5605621,243.4350014,241.8021678,239.4594003
1500609600,246.9100037,246.1799927,246.4400024,246.8800049,82340800,226.3588562,243.6370018,241.9435013,239.5635004
1500868800,246.9799957,246.2799988,246.7899933,246.8200073,46622300,226.3038483,243.8215019,242.0805013,239.6339005
1500955200,247.8000031,247.1600037,247.6799927,247.4199982,54915600,226.8539429,244.0280022,242.2361679,239.7254004
1501041600,247.7899933,247.1300049,247.75,247.4299927,47575400,226.8631134,244.3330017,242.3820012,239.8155003
1501128000,248,245.6799927,247.9600067,247.1999969,70766600,226.6522675,244.5185013,242.5225011,239.9104002
1501214400,247.0599976,246.1300049,246.6499939,246.9100037,50088400,226.3863525,244.7965012,242.6630013,240.0095003
1501473600,247.4799957,246.5299988,247.3699951,246.7700043,65838700,226.2579498,245.0450012,242.7965014,240.1116003
1501560000,247.5,246.7200012,247.4600067,247.3200073,55050400,226.7622833,245.3005013,242.9235016,240.2162004
1501646400,247.6000061,246.3699951,247.4700012,247.4400024,47211200,226.8722534,245.5340012,243.0531682,240.3137004
1501732800,247.3399963,246.6399994,247.3099976,246.9600067,40856000,226.4321899,245.8545013,243.1785016,240.4052005
1501819200,247.7899933,246.9700012,247.5200043,247.4100037,60191800,226.8448029,246.1195015,243.3041684,240.5103006
1502078400,247.8699951,247.3699951,247.4900055,247.8699951,31995000,227.2665405,246.3945015,243.4456683,240.5995006
1502164800,248.9100037,246.8300018,247.5099945,247.2599945,61719400,226.7072449,246.6480011,243.5836683,240.6873006
1502251200,247.3099976,246.0599976,246.4700012,247.25,62632600,226.6980743,246.8100014,243.6995015,240.7895006
1502337600,246.4400024,243.6999969,246.2899933,243.7599945,120479500,223.4981842,246.7770012,243.7608348,240.8594005
1502424000,244.8000031,243.75,244.0200043,244.1199951,74869900,223.8282166,246.7050011,243.8991679,240.9633005
1502683200,246.7899933,245.5500031,245.5899963,246.5399933,73291900,226.0471039,246.7555008,244.062001,241.0859004
1502769600,247,246.1600037,246.9799957,246.5099945,55242700,226.019577,246.7980003,244.1986677,241.2107004
1502856000,247.5700073,246.4499969,247.1100006,246.9400024,56715500,226.4138489,246.7955002,244.3223343,241.3415004
1502942400,246.6000061,243.0899963,246.2400055,243.0899963,128490400,222.8838501,246.5949997,244.3730008,241.4362004
1503028800,244.1900024,242.1999969,242.8999939,242.7100067,136748000,222.5354767,246.3864998,244.4080009,241.5101004
1503288000,243.1999969,241.8300018,242.6399994,242.8999939,65469700,222.7096558,246.1904991,244.4270009,241.5837004
1503374400,245.6199951,243.5500031,243.5700073,245.4400024,63140100,225.0385284,246.0914993,244.4891675,241.6752005
1503460800,245.0500031,244.1600037,244.3300018,244.5599976,50203800,224.2317047,245.9479996,244.5401675,241.7634004
1503547200,245.1799927,243.75,245,243.9900055,50741700,223.7090912,245.7875,244.5826675,241.8500005
1503633600,245.6100006,244.3899994,244.8999939,244.5599976,64445900,224.2317047,245.6699997,244.6026675,241.9408005
1503892800,245.1999969,244.0899963,245.1699982,244.5700073,40565600,224.2408295,245.5599998,244.6093343,242.0387006
1503979200,245.1499939,242.9299927,243.0599976,244.8500061,51135700,224.4975739,245.4364998,244.6236677,242.1328006
1504065600,246.3200073,244.6199951,244.8300018,246.0099945,62030800,225.5611877,245.3649994,244.6703341,242.2409006
1504152000,247.7700043,246.0500031,246.7200012,247.4900055,103803900,226.9181519,245.3914993,244.7341675,242.3624007
1504238400,248.3300018,247.6699982,247.9199982,247.8399963,62007000,227.2390289,245.412999,244.8018341,242.4902007
1504584000,247.5200043,244.9499969,247.2599945,246.0599976,91398800,225.6069794,245.3224991,244.8460007,242.6105006
1504670400,247.2799988,246.2299957,246.8399963,246.8999939,57916900,226.3771515,245.3044991,244.9050006,242.7544006
1504756800,247.2700043,246.3999939,247.25,246.8699951,58034700,226.3496552,245.2854988,244.9436671,242.8774005
1504843200,247.1100006,246.3000031,246.5399933,246.5800018,63832800,226.0837708,245.4264992,244.982667,243.0045006
1505102400,249.3000031,248.0200043,248.0399933,249.2100067,71364800,228.4951782,245.6809998,245.0733337,243.1622006
1505188800,250.0899963,249.4199982,249.6300049,250.0500031,56896000,229.2653656,245.8565002,245.1968338,243.3093007
1505275200,250.2100067,249.5899963,249.7200012,250.1699982,59228000,229.3753662,246.0395004,245.288667,243.4651007
1505361600,250.3200073,249.6000061,249.8000031,250.0899963,95446300,229.3019867,246.1970001,245.4066671,243.5943007
1505448000,249.2899933,248.5700073,248.6900024,249.1900024,95432400,229.6107025,246.5020004,245.5106672,243.7007007
1505707200,250.1199951,249.2799988,249.6100006,249.7200012,46235200,230.0990448,246.8525002,245.6253339,243.8139008
1505793600,250.0700073,249.6000061,250,249.9700012,47108100,230.3293762,247.2060005,245.7393339,243.9276007
1505880000,250.1900024,248.9199982,250.0700073,250.0599976,59574100,230.4123535,247.4370003,245.8521673,244.0474007
1505966400,249.9799957,249.1900024,249.8800049,249.3899994,48211400,229.7949677,247.6785004,245.9865005,244.1545007
1506052800,249.6300049,249.0200043,249.0500031,249.4400024,51214000,229.8410797,247.9510002,246.0856672,244.2612007
1506312000,249.5500031,248.0800018,249.1499939,248.9299927,57064400,229.3711548,248.1695,246.2120003,244.3657007
1506398400,249.6999969,248.8099976,249.4199982,249.0800018,54082000,229.5093689,248.3949997,246.3333336,244.4689008
1506484800,250.4900055,248.8699951,249.8800049,250.0500031,81001400,230.4031219,248.6549995,246.4640002,244.5724008
1506571200,250.4400024,249.6300049,249.7299957,250.3500061,44778800,230.6795654,248.8720001,246.5903336,244.6793008
1506657600,251.3200073,250.1300049,250.3399963,251.2299957,85578000,231.4904022,249.0589996,246.7683334,244.7972008
1506916800,252.3200073,251.2899933,251.4900055,252.3200073,59023000,232.4947662,249.2830002,246.9385002,244.9217009
1507003200,252.8899994,252.2299957,252.3200073,252.8600006,66810200,232.9923401,249.6230003,247.1133336,245.0565009
1507089600,253.4400024,252.5599976,252.6900024,253.1600037,55953600,233.2687988,249.9360008,247.296167,245.1983009
1507176000,254.6799927,253.1999969,253.5399933,254.6600037,63522800,234.6508789,250.3255013,247.4736671,245.3419009
1507262400,254.6999969,253.8500061,254.1499939,254.3699951,80646000,234.3837433,250.7150009,247.6395004,245.4848009
1507521600,254.6999969,253.6499939,254.6300049,253.9499969,35803100,233.9966583,250.9520004,247.7793338,245.6661008
1507608000,255.0500031,253.9799957,254.6000061,254.6199951,43057400,234.6140442,251.1805,247.9308337,245.8446007
1507694400,255.0200043,254.3200073,254.5099945,255.0200043,47674300,234.9826202,251.4230003,248.0868337,246.0117007
1507780800,255.0599976,254.3699951,254.6600037,254.6399994,47065100,234.6324768,251.6505005,248.2143336,246.1629007
1507867200,255.2700043,254.6399994,255.1399994,254.9499969,54800400,234.9181061,251.9385002,248.3451668,246.3119006
1508126400,255.5099945,254.8200073,255.2100067,255.2899933,38221700,235.2314148,252.2169998,248.4853333,246.4587006
1508212800,255.5200043,254.9799957,255.2299957,255.4700012,31561000,235.3972931,252.4919998,248.6294998,246.5958006
1508299200,255.9499969,255.5,255.8999939,255.7200012,40888300,235.6276855,252.775,248.7678332,246.7359006
1508385600,255.8300018,254.3500061,254.8300018,255.7899933,61903800,235.6921082,253.0949997,248.9071665,246.8788005
1508472000,257.1400146,255.7700043,256.7000122,257.1099854,89176400,236.9083862,253.4784988,249.072333,247.0355003
1508731200,257.5100098,256.019989,257.480011,256.1099854,63915300,235.9869537,253.8374985,249.225666,247.1630002
1508817600,256.8299866,256.1499939,256.6000061,256.5599976,66935900,236.4015808,254.2114983,249.3888326,247.2869002
1508904000,256.3099976,254,256.1799927,255.2899933,103715300,235.2314148,254.4734978,249.5216657,247.3999001
1508990400,256.2999878,255.4799957,255.9900055,255.6199951,69798000,235.5354767,254.7369972,249.6579989,247.5239999
1509076800,257.8900146,255.6300049,256.4700012,257.7099915,85562500,237.4612732,255.060997,249.8371653,247.6644998
1509336000,257.6000061,256.4100037,256.4700012,256.75,54285700,236.5766907,255.2824966,249.9928319,247.7941998
1509422400,257.4400024,256.8099976,257.1799927,257.1499939,60304800,236.9452667,255.4969963,250.1474986,247.9315997
1509508800,258.4299927,257.0700073,258.0400085,257.4899902,54202700,237.2585602,255.7134956,250.3179985,248.0728996
1509595200,257.75,256.1900024,257.4100037,257.5899963,56449500,237.3506622,255.8599953,250.4903318,248.2032996
1509681600,258.5,257.2999878,257.769989,258.4500122,59589700,238.1431122,256.0639961,250.7351654,248.3453996
1509944400,259,258.2200012,258.2999878,258.8500061,49652600,238.5117188,256.3089966,250.9806656,248.4961996
1510030800,259.3500061,258.0899963,258.9700012,258.6700134,57502200,238.345871,256.5114975,251.1828326,248.6564998
1510117200,259.2200012,258.1499939,258.4700012,259.1099854,50469600,238.7512512,256.7159966,251.3928324,248.8009996
1510203600,258.3900146,256.3599854,257.730011,258.1700134,95085500,237.8851471,256.8924973,251.5799993,248.9525998
1510290000,258.2900085,257.3699951,257.730011,258.0899963,59984700,237.8114166,257.0494972,251.8299993,249.1039998
1510549200,258.5899963,257.269989,257.3099976,258.3299866,50228600,238.032547,257.2014969,252.0903323,249.2588997
1510635600,257.8500061,256.519989,257.4100037,257.730011,61315200,237.4797058,257.3144974,252.3374992,249.4048997
1510722000,257.2200012,255.6300049,256.6199951,256.4400024,80811500,236.2910614,257.3504974,252.5208326,249.5363998
1510808400,259.0400085,257.4700012,257.519989,258.6199951,67777000,238.2997742,257.4919975,252.7551659,249.7092998
1510894800,258.5899963,257.769989,258.2200012,257.8599854,75756800,237.599472,257.5294975,252.9863322,249.8529996
1511154000,258.519989,257.8599854,258.1400146,258.2999878,48075500,238.0049133,257.6389977,253.215332,250.0224994
1511240400,260.2000122,258.2600098,259.1799927,259.9899902,69176800,239.5621338,257.8104973,253.4723317,250.2043993
1511326800,260.1499939,259.5700073,260,259.7600098,45033400,239.3501892,258.0339981,253.7208318,250.3798993
1511499600,260.480011,260.1600037,260.3200073,260.3599854,27856500,239.9030609,258.2709976,253.9599983,250.5557991
1511758800,260.75,260,260.4100037,260.230011,52274900,239.7832489,258.3969986,254.1723317,250.7525992
1511845200,262.8999939,260.6499939,260.7600098,262.8699951,98971700,242.2158356,258.7029984,254.4228317,250.9601991
1511931600,263.6300049,262.2000122,263.019989,262.7099915,77512100,242.0683594,258.9809982,254.7003316,251.1635991
1512018000,266.0499878,263.6700134,263.7600098,265.0100098,127894400,244.1877747,259.3569992,255.0021652,251.3917992
1512104400,265.3099976,260.7600098,264.7600098,264.4599915,164390900,243.6808624,259.700499,255.2953318,251.5962991
1512363600,266.7999878,264.0799866,266.3099976,264.1400146,94040600,243.3860474,259.9849991,255.5879987,251.7934993
1512450000,265.1499939,263.0400085,263.1900024,263.1900024,77994500,242.5107117,260.2019989,255.8209986,251.9697993
1512536400,263.730011,262.7099915,263.2999878,263.2399902,75898600,242.5567017,260.4304977,256.0408318,252.1468993
1512622800,264.4299927,262.9400024,264.0700073,264.0700073,77218600,243.3215637,260.6784988,256.2724986,252.3309993
1512709200,265.519989,264.0299988,265.1600037,265.5100098,76563900,244.648407,261.0454987,256.5294988,252.5161993
1512968400,266.3800049,265.480011,266.3099976,266.3099976,83077500,245.3855743,261.4564987,256.8148321,252.7082993
1513054800,267.3200073,266.3500061,267.2099915,266.7799988,85195800,245.8186188,261.8789993,257.0991653,252.9072992
1513141200,267.5599976,266.6499939,267.0599976,266.75,102905400,245.7909546,262.3299988,257.378832,253.1065991
1513227600,267.2200012,265.6000061,267.0899963,265.6600037,100666700,244.7866364,262.7909988,257.6388321,253.2889992
1513314000,267.0400085,265.3900146,265.4500122,266.5100098,144610300,246.825119,263.1854996,257.9241656,253.4797993
1513573200,268.6000061,267.980011,268.1000061,268.2000122,83653600,248.3902435,263.7025009,258.2368324,253.6897995
1513659600,268.5299988,267.0899963,268.480011,267.1700134,82382900,247.4363251,264.1460022,258.5408328,253.8923996
1513746000,268.3299866,266.6900024,268.269989,267.0299988,76751500,247.3066864,264.4980026,258.8399994,254.0949995
1513832400,268.3900146,267.2999878,267.7399902,267.5799866,67032300,247.8159943,264.8890015,259.1321658,254.2975993
1513918800,267.6400146,266.8999939,267.6000061,267.5100098,78720900,247.7511749,265.2465027,259.4181658,254.4982994
1514264400,267.4400024,266.8900146,267.0499878,267.1900024,45244400,247.454834,265.5945023,259.684166,254.7005994
1514350800,267.730011,267.0100098,267.3800049,267.3200073,57751000,247.5752106,265.8170029,259.934166,254.8996994
1514437200,267.9200134,267.4500122,267.8900146,267.8699951,45116100,248.0845947,266.0750031,260.1843325,255.0996994
1514523600,268.5499878,266.6400146,268.5299988,266.8599854,96007400,247.1491241,266.1675018,260.4126656,255.2956993
1514869200,268.8099976,267.3999939,267.8399963,268.769989,86655700,248.9181519,266.3830017,260.647832,255.5108992
1514955600,270.6400146,268.9599915,268.9599915,270.4700012,90070400,250.4925842,266.699501,260.9161654,255.7779993
1515042000,272.1600037,270.5400085,271.2000122,271.6099854,80636400,251.5483856,267.1205002,261.2104986,256.0528992
1515128400,273.5599976,271.9500122,272.5100098,273.4200134,83524000,253.2246704,267.6295013,261.5238322,256.3216994
1515387600,274.1000061,272.980011,273.3099976,273.9200134,57319200,253.6877441,268.1220016,261.8388323,256.5957996
1515474000,275.25,274.0799866,274.3999939,274.5400085,57254000,254.2619324,268.5735016,262.1704992,256.8717996
1515560400,274.4200134,272.9200134,273.6799927,274.1199951,69574300,253.8729095,268.9640015,262.4899991,257.1820996
1515646800,276.1199951,274.5599976,274.75,276.1199951,62361500,255.7251892,269.4310013,262.8371658,257.5161995
1515733200,278.1099854,276.0799866,276.4200134,277.9200134,90816100,257.3923035,269.989502,263.2113327,257.8663997
1516078800,280.0899963,276.1799927,279.3500061,276.9700012,106555100,256.5124207,270.5550018,263.5654994,258.1816997
1516165200,280.0499878,276.9700012,278.0299988,279.6099854,113258800,258.957489,271.2100006,263.9624992,258.5321996
1516251600,279.9599915,278.5799866,279.480011,279.1400146,100728000,258.5222168,271.7570007,264.3296664,258.8836996
1516338000,280.4100037,279.1400146,279.7999878,280.4100037,140920100,259.6983643,272.4190002,264.7346667,259.2421997
1516597200,282.6900024,280.1099854,280.1700134,282.6900024,91322400,261.8099976,273.2020004,265.1701668,259.6233997
1516683600,283.6199951,282.3699951,282.7399902,283.2900085,97084700,262.3656006,273.9875015,265.6368337,260.0077997
1516770000,284.7000122,281.8399963,284.019989,283.1799927,134816100,262.2637939,274.7710007,266.096167,260.3794997
1516856400,284.269989,282.3999939,284.1600037,283.2999878,84587300,262.3748779,275.5764999,266.5226669,260.7375995
1516942800,286.6300049,283.9599915,284.25,286.5799866,107743100,265.4126282,276.5394989,267.0198334,261.1249994
1517202000,286.4299927,284.5,285.9299927,284.6799927,90118300,263.6529541,277.3799988,267.4786667,261.5111993
1517288400,284.7399902,281.2200012,282.6000061,281.7600098,131796400,260.9487,278.125,267.883167,261.8597995
1517374800,283.2999878,280.6799927,282.730011,281.8999939,108364800,261.0783386,278.7815002,268.2883336,262.2100995
1517461200,283.0599976,280.6799927,281.0700073,281.5799866,90102500,260.7819519,279.3369995,268.6738332,262.5600993
1517547600,280.230011,275.4100037,280.0799866,275.4500122,173174800,255.1047058,279.5290009,268.9505,262.8224994
1517806800,275.8500061,263.3099976,273.4500122,263.9299927,294681800,244.4356384,279.0544998,269.0381663,262.9612993
1517893200,269.7000122,258.7000122,259.9400024,269.1300049,355026800,249.2515717,278.8149994,269.2051666,263.1508994
1517979600,272.3599854,267.5799866,268.5,267.6700134,167376100,247.8993683,278.4714996,269.3635,263.3266995
1518066000,268.1700134,257.5899963,268.0100098,257.6300049,246449500,238.6009521,277.6470001,269.3558334,263.4110995
1518152400,263.6099854,252.9199982,260.7999878,261.5,283565300,242.1850586,276.9160004,269.408667,263.5288995
1518411600,267.0100098,261.6600037,263.8299866,265.3399963,143736000,245.7414856,276.2869995,269.5355001,263.6825995
1518498000,266.6199951,263.3099976,263.9700012,266,81223600,246.3527527,275.7384995,269.6948334,263.8419995
1518584400,270,264.2999878,264.3099976,269.5899963,120735700,249.677536,275.2375,269.8776667,264.0439995
1518670800,273.0400085,268.769989,271.5700073,273.0299988,111200300,252.8634491,274.9319992,270.1305003,264.2798994
1518757200,275.3200073,272.269989,272.3200073,273.1099854,160420100,252.937561,274.5669983,270.3773336,264.5216994
1519102800,273.6700134,270.5,272.0299988,271.3999939,86369700,251.3538361,274.0024979,270.5675003,264.7448993
1519189200,274.7200012,269.9400024,271.8999939,270.0499878,98883700,250.1035919,273.3404968,270.7389999,264.9448991
1519275600,273.0499878,269.6400146,271.1000061,270.3999939,110511300,250.4277649,272.7014969,270.9063334,265.145399
1519362000,274.7099915,271.25,271.7900085,274.7099915,92766400,254.4194183,272.2719971,271.1476664,265.380199
1519621200,278.0100098,275.2600098,275.9299927,277.8999939,86491400,257.3737793,271.8379974,271.3981664,265.6359988
1519707600,278.9200134,274.3599854,278.1099854,274.4299927,99099200,254.16008,271.3254974,271.5934998,265.8516988
1519794000,276.1900024,271.2900085,275.6799927,271.6499939,121907800,251.5854645,270.8199966,271.7041662,266.0365987
1519880400,273.1700134,266,271.4100037,267.7000122,176855100,247.9271698,270.1099976,271.7581665,266.1669987
1519966800,269.7200012,264.8200073,265.7999878,269.0799866,139083200,249.2052612,269.4849976,271.8404994,266.3140987
1520226000,272.8900146,267.6099854,267.730011,272.1900024,97307400,252.0855255,269.3219971,271.9904994,266.4964987
1520312400,273.3900146,271.1799927,273.2999878,272.8800049,79213200,252.7245636,269.7694977,272.1511663,266.6790988
1520398800,273.1799927,270.2000122,270.4200134,272.7799988,87063500,252.6319122,269.9519974,272.2963328,266.8566988
1520485200,274.2399902,272.4200134,273.5499878,274.1000061,66901200,253.8544312,270.273497,272.4394994,267.0512988
1520571600,278.8699951,275.3399963,275.7000122,278.8699951,113625300,258.2721252,271.3354965,272.6488327,267.2904988
1520827200,279.9100037,278.0799866,279.2000122,278.519989,71924800,257.9479675,272.186496,272.8444992,267.5227988
1520913600,280.4100037,276.0299988,279.8399963,276.7200012,91968900,256.2809448,272.7554962,273.0106659,267.7352988
1521000000,278.019989,274.6700134,277.8099976,275.2999878,105895100,254.9657898,273.2204956,273.1713323,267.9310986
1521086400,276.6099854,274.4299927,275.8800049,275,83433000,254.6879425,273.4909958,273.3128321,268.1231987
1521172800,275.3900146,274.1400146,274.5,274.2000122,100343700,254.9641418,273.5494965,273.4128321,268.294099
1521432000,274.3999939,268.6199951,273.3500061,270.4899902,109208400,251.5143738,273.4184967,273.4681651,268.437899
1521518400,271.6700134,270.1799927,270.9400024,270.9500122,59757300,251.9421539,273.3959976,273.5334986,268.5817992
1521604800,273.269989,270.1900024,270.8999939,270.4299927,78709600,251.4586182,273.4149979,273.5809987,268.7331992
1521691200,268.8699951,263.3599854,267.9100037,263.6700134,148785900,245.1728668,273.0784988,273.5169988,268.8136993
1521777600,264.5400085,257.8299866,264.1700134,258.0499878,183534800,239.9470825,272.2454987,273.3646652,268.8170993
1522036800,265.4299927,259.4100037,262.1300049,265.1099854,141956100,246.5118256,271.6059982,273.3278315,268.9006992
1522123200,266.769989,258.8399963,266.1700134,260.6000061,129941400,242.318222,270.9144989,273.206665,268.9351993
1522209600,262.6400146,258.5799866,260.75,259.8299866,146452300,241.6022034,270.3234985,273.0894984,268.9585992
1522296000,265.2600098,259.8399963,261.1199951,263.1499939,111601600,244.6893005,270.0959976,272.9958318,269.0141992
1522641600,263.1300049,254.6699982,262.5499878,257.4700012,186286300,239.4078064,269.5154984,272.7791651,269.0043991
1522728000,261.3099976,256.8399963,258.8699951,260.769989,119956900,242.4762878,268.9444977,272.5984985,269.0235989
1522814400,264.3599854,256.6000061,256.75,263.5599976,123715300,245.0705414,268.4784973,272.4341649,269.0724988
1522900800,266.6400146,264.3200073,265.5499878,265.6400146,82652600,247.0046997,268.1214981,272.296165,269.1377991
1522987200,265.1099854,258,263.4200134,259.7200012,179521200,241.499939,267.4024979,272.0491648,269.153299
1523246400,264.8399963,259.9400024,261.3699951,261,105442900,242.6901703,266.5089981,271.8304983,269.182399
1523332800,266.0400085,262.980011,264.269989,265.1499939,103529000,246.5490112,265.8404984,271.6476649,269.2505991
1523419200,265.6400146,263.3900146,263.4700012,263.7600098,91140200,245.2565308,265.1924988,271.4116648,269.310899
1523505600,267,265.0599976,265.2600098,265.9299927,68890500,247.2742615,264.723999,271.2276647,269.405799
1523592000,267.5400085,264.0100098,267.4100037,265.1499939,85079200,246.5490112,264.2314987,270.9866648,269.4710989
1523851200,268.2000122,266.0700073,267,267.3299866,63405300,248.5760651,263.8879974,270.789831,269.565799
1523937600,270.8699951,268.75,269.3299866,270.1900024,64682000,251.2354584,263.872998,270.6194977,269.6846991
1524024000,271.2999878,269.8699951,270.6900024,270.3900146,57303900,251.421402,263.8449982,270.4144979,269.7886993
1524110400,269.8800049,267.7200012,269.6499939,268.8900146,77655900,250.0267181,263.7679993,270.174498,269.8799994
1524196800,269.0599976,265.6099854,268.8099976,266.6099854,99953100,247.9065857,263.9149979,269.8983312,269.9424994
1524456000,267.8900146,265.3500061,267.2600098,266.5700073,65558000,247.8693848,264.3409988,269.6194982,270.0058994
1524542400,267.980011,261.2799988,267.730011,262.980011,112885500,244.5312347,264.2345001,269.2261653,270.0069995
1524628800,264.1300049,260.8500061,262.9100037,263.6300049,103840900,245.1356506,264.3860001,268.8753321,270.0161996
1524715200,267.25,264.2900085,264.7900085,266.3099976,67731900,247.6276703,264.7100006,268.6178319,270.0291995
1524801600,267.3399963,265.5,267,266.5599976,57053600,247.8600616,264.8805008,268.3621653,270.0501996
1525060800,267.8900146,264.4299927,267.2600098,264.5100098,82182300,245.9539185,265.2325012,268.0776657,270.0538995
1525147200,265.1000061,262.1099854,263.8699951,264.980011,74203400,246.3909607,265.4430023,267.9031657,270.0717996
1525233600,265.6799927,262.7600098,264.7600098,263.2000122,86368900,244.7358551,265.4250031,267.8909993,270.0713998
1525320000,263.3599854,259.0499878,262.2600098,262.6199951,136311500,244.1964874,265.2740021,267.7824992,270.0568997
1525406400,266.7900085,261.1499939,261.519989,266.019989,91222100,247.3579559,265.5890015,267.7549988,270.0619995
1525665600,268.019989,266.1099854,266.8900146,266.9200134,55304900,248.19487,265.8850021,267.9098323,270.0680997
1525752000,267.3299866,265.1499939,266.5,266.9200134,67499200,248.19487,265.9735031,268.0001658,270.0694998
1525838400,269.8699951,267.0899963,267.6799927,269.5,59666100,250.5938416,266.2605026,268.0694992,270.0969998
1525924800,272.3900146,270.2200012,270.3399963,272.019989,72063900,252.937027,266.5650024,268.1698324,270.1605997
1526011200,273.1499939,271.5799866,272.1600037,272.8500061,59871500,253.7088165,266.9500031,268.2241659,270.2239996
1526270400,274.0799866,272.3599854,273.3399963,272.980011,54790600,253.8297577,267.2325043,268.2233327,270.2717996
1526356800,271.6099854,270.0299988,271.5899963,271.1000061,87036100,252.081543,267.2780045,268.1898331,270.3110995
1526443200,272.7600098,271.1099854,271.1400146,272.2399902,53942600,253.1416168,267.3705032,268.203833,270.3631995
1526529600,273.230011,271.1300049,271.9400024,272.0100098,56536400,252.9277191,267.526503,268.2365,270.4074997
1526616000,272.0299988,270.9299927,271.6199951,271.3299866,64368000,252.2954865,267.7625031,268.2519999,270.4456995
