Date,Close
5/25/2017,234.2742003
5/26/2017,234.4389003
5/30/2017,234.5881003
5/31/2017,234.7385004
6/1/2017,234.9000003
6/2/2017,235.0771002
6/5/2017,235.2524002
6/6/2017,235.4135002
6/7/2017,235.5848003
6/8/2017,235.7521002
6/9/2017,235.9237003
6/12/2017,236.0898003
6/13/2017,236.2762003
6/14/2017,236.4512003
6/15/2017,236.6274004
6/16/2017,236.7778003
6/19/2017,236.9287003
6/20/2017,237.0655002
6/21/2017,237.2053001
6/22/2017,237.3582001
6/23/2017,237.5142001
6/26/2017,237.6709001
6/27/2017,237.8065001
6/28/2017,237.9480002
6/29/2017,238.0722003
6/30/2017,238.2008003
7/3/2017,238.3305003
7/5/2017,238.4522003
7/6/2017,238.5426004
7/7/2017,238.6360004
7/10/2017,238.7227003
7/11/2017,238.7954004
7/12/2017,238.8883003
7/13/2017,238.9816003
7/14/2017,239.0723003
7/17/2017,239.1648003
7/18/2017,239.2570003
7/19/2017,239.3595003
7/20/2017,239.4594003
7/21/2017,239.5635004
7/24/2017,239.6339005
7/25/2017,239.7254004
7/26/2017,239.8155003
7/27/2017,239.9104002
7/28/2017,240.0095003
7/31/2017,240.1116003
8/1/2017,240.2162004
8/2/2017,240.3137004
8/3/2017,240.4052005
8/4/2017,240.5103006
8/7/2017,240.5995006
8/8/2017,240.6873006
8/9/2017,240.7895006
8/10/2017,240.8594005
8/11/2017,240.9633005
8/14/2017,241.0859004
8/15/2017,241.2107004
8/16/2017,241.3415004
8/17/2017,241.4362004
8/18/2017,241.5101004
8/21/2017,241.5837004
8/22/2017,241.6752005
8/23/2017,241.7634004
8/24/2017,241.8500005
8/25/2017,241.9408005
8/28/2017,242.0387006
8/29/2017,242.1328006
8/30/2017,242.2409006
8/31/2017,242.3624007
9/1/2017,242.4902007
9/5/2017,242.6105006
9/6/2017,242.7544006
9/7/2017,242.8774005
9/8/2017,243.0045006
9/11/2017,243.1622006
9/12/2017,243.3093007
9/13/2017,243.4651007
9/14/2017,243.5943007
9/15/2017,243.7007007
9/18/2017,243.8139008
9/19/2017,243.9276007
9/20/2017,244.0474007
9/21/2017,244.1545007
9/22/2017,244.2612007
9/25/2017,244.3657007
9/26/2017,244.4689008
9/27/2017,244.5724008
9/28/2017,244.6793008
9/29/2017,244.7972008
10/2/2017,244.9217009
10/3/2017,245.0565009
10/4/2017,245.1983009
10/5/2017,245.3419009
10/6/2017,245.4848009
10/9/2017,245.6661008
10/10/2017,245.8446007
10/11/2017,246.0117007
10/12/2017,246.1629007
10/13/2017,246.3119006
10/16/2017,246.4587006
10/17/2017,246.5958006
10/18/2017,246.7359006
10/19/2017,246.8788005
10/20/2017,247.0355003
10/23/2017,247.1630002
10/24/2017,247.2869002
10/25/2017,247.3999001
10/26/2017,247.5239999
10/27/2017,247.6644998
10/30/2017,247.7941998
10/31/2017,247.9315997
11/1/2017,248.0728996
11/2/2017,248.2032996
11/3/2017,248.3453996
11/6/2017,248.4961996
11/7/2017,248.6564998
11/8/2017,248.8009996
11/9/2017,248.9525998
11/10/2017,249.1039998
11/13/2017,249.2588997
11/14/2017,249.4048997
11/15/2017,249.5363998
11/16/2017,249.7092998
11/17/2017,249.8529996
11/20/2017,250.0224994
11/21/2017,250.2043993
11/22/2017,250.3798993
11/24/2017,250.5557991
11/27/2017,250.7525992
11/28/2017,250.9601991
11/29/2017,251.1635991
11/30/2017,251.3917992
12/1/2017,251.5962991
12/4/2017,251.7934993
12/5/2017,251.9697993
12/6/2017,252.1468993
12/7/2017,252.3309993
12/8/2017,252.5161993
12/11/2017,252.7082993
12/12/2017,252.9072992
12/13/2017,253.1065991
12/14/2017,253.2889992
12/15/2017,253.4797993
12/18/2017,253.6897995
12/19/2017,253.8923996
12/20/2017,254.0949995
12/21/2017,254.2975993
12/22/2017,254.4982994
12/26/2017,254.7005994
12/27/2017,254.8996994
12/28/2017,255.0996994
12/29/2017,255.2956993
1/2/2018,255.5108992
1/3/2018,255.7779993
1/4/2018,256.0528992
1/5/2018,256.3216994
1/8/2018,256.5957996
1/9/2018,256.8717996
1/10/2018,257.1820996
1/11/2018,257.5161995
1/12/2018,257.8663997
1/16/2018,258.1816997
1/17/2018,258.5321996
1/18/2018,258.8836996
1/19/2018,259.2421997
1/22/2018,259.6233997
1/23/2018,260.0077997
1/24/2018,260.3794997
1/25/2018,260.7375995
1/26/2018,261.1249994
1/29/2018,261.5111993
1/30/2018,261.8597995
1/31/2018,262.2100995
2/1/2018,262.5600993
2/2/2018,262.8224994
2/5/2018,262.9612993
2/6/2018,263.1508994
2/7/2018,263.3266995
2/8/2018,263.4110995
2/9/2018,263.5288995
2/12/2018,263.6825995
2/13/2018,263.8419995
2/14/2018,264.0439995
2/15/2018,264.2798994
2/16/2018,264.5216994
2/20/2018,264.7448993
2/21/2018,264.9448991
2/22/2018,265.145399
2/23/2018,265.380199
2/26/2018,265.6359988
2/27/2018,265.8516988
2/28/2018,266.0365987
3/1/2018,266.1669987
3/2/2018,266.3140987
3/5/2018,266.4964987
3/6/2018,266.6790988
3/7/2018,266.8566988
3/8/2018,267.0512988
3/9/2018,267.2904988
3/12/2018,267.5227988
3/13/2018,267.7352988
3/14/2018,267.9310986
3/15/2018,268.1231987
3/16/2018,268.294099
3/19/2018,268.437899
3/20/2018,268.5817992
3/21/2018,268.7331992
3/22/2018,268.8136993
3/23/2018,268.8170993
3/26/2018,268.9006992
3/27/2018,268.9351993
3/28/2018,268.9585992
3/29/2018,269.0141992
4/2/2018,269.0043991
4/3/2018,269.0235989
4/4/2018,269.0724988
4/5/2018,269.1377991
4/6/2018,269.153299
4/9/2018,269.182399
4/10/2018,269.2505991
4/11/2018,269.310899
4/12/2018,269.405799
4/13/2018,269.4710989
4/16/2018,269.565799
4/17/2018,269.6846991
4/18/2018,269.7886993
4/19/2018,269.8799994
4/20/2018,269.9424994
4/23/2018,270.0058994
4/24/2018,270.0069995
4/25/2018,270.0161996
4/26/2018,270.0291995
4/27/2018,270.0501996
4/30/2018,270.0538995
5/1/2018,270.0717996
5/2/2018,270.0713998
5/3/2018,270.0568997
5/4/2018,270.0619995
5/7/2018,270.0680997
5/8/2018,270.0694998
5/9/2018,270.0969998
5/10/2018,270.1605997
5/11/2018,270.2239996
5/14/2018,270.2717996
5/15/2018,270.3110995
5/16/2018,270.3631995
5/17/2018,270.4074997
5/18/2018,270.4456995
5/21/2018,270.5074994
5/22/2018,270.5603992
5/23/2018,270.6152991
5/24/2018,270.6746991
5/25/2018,270.7084991
5/29/2018,270.693999
5/30/2018,270.703999
5/31/2018,270.6791989
6/1/2018,270.6759988
6/4/2018,270.6795987
6/5/2018,270.6893988
6/6/2018,270.7021988
6/7/2018,270.6966986
6/8/2018,270.7088986
6/11/2018,270.6983987
6/12/2018,270.6961987
6/13/2018,270.6723987
6/14/2018,270.6327988
6/15/2018,270.5711987
