Date,Close
5/25/2017,239.1510002
5/26/2017,239.3325005
5/30/2017,239.4735008
5/31/2017,239.6070007
6/1/2017,239.851001
6/2/2017,240.1215012
6/5/2017,240.3360016
6/6/2017,240.5135017
6/7/2017,240.7245018
6/8/2017,240.920002
6/9/2017,241.1215019
6/12/2017,241.3405022
6/13/2017,241.5530022
6/14/2017,241.7610023
6/15/2017,242.1585022
6/16/2017,242.452002
6/19/2017,242.7695023
6/20/2017,242.9440018
6/21/2017,243.0890015
6/22/2017,243.2005013
6/23/2017,243.2690018
6/26/2017,243.3480011
6/27/2017,243.3395012
6/28/2017,243.4420013
6/29/2017,243.3415016
6/30/2017,243.2230019
7/3/2017,243.1340019
7/5/2017,243.1120018
7/6/2017,242.9565018
7/7/2017,242.8730019
7/10/2017,242.8210014
7/11/2017,242.7625015
7/12/2017,242.7355011
7/13/2017,242.7445007
7/14/2017,242.8340004
7/17/2017,242.9785004
7/18/2017,243.0285004
7/19/2017,243.2275009
7/20/2017,243.4350014
7/21/2017,243.6370018
7/24/2017,243.8215019
7/25/2017,244.0280022
7/26/2017,244.3330017
7/27/2017,244.5185013
7/28/2017,244.7965012
7/31/2017,245.0450012
8/1/2017,245.3005013
8/2/2017,245.5340012
8/3/2017,245.8545013
8/4/2017,246.1195015
8/7/2017,246.3945015
8/8/2017,246.6480011
8/9/2017,246.8100014
8/10/2017,246.7770012
8/11/2017,246.7050011
8/14/2017,246.7555008
8/15/2017,246.7980003
8/16/2017,246.7955002
8/17/2017,246.5949997
8/18/2017,246.3864998
8/21/2017,246.1904991
8/22/2017,246.0914993
8/23/2017,245.9479996
8/24/2017,245.7875
8/25/2017,245.6699997
8/28/2017,245.5599998
8/29/2017,245.4364998
8/30/2017,245.3649994
8/31/2017,245.3914993
9/1/2017,245.412999
9/5/2017,245.3224991
9/6/2017,245.3044991
9/7/2017,245.2854988
9/8/2017,245.4264992
9/11/2017,245.6809998
9/12/2017,245.8565002
9/13/2017,246.0395004
9/14/2017,246.1970001
9/15/2017,246.5020004
9/18/2017,246.8525002
9/19/2017,247.2060005
9/20/2017,247.4370003
9/21/2017,247.6785004
9/22/2017,247.9510002
9/25/2017,248.1695
9/26/2017,248.3949997
9/27/2017,248.6549995
9/28/2017,248.8720001
9/29/2017,249.0589996
10/2/2017,249.2830002
10/3/2017,249.6230003
10/4/2017,249.9360008
10/5/2017,250.3255013
10/6/2017,250.7150009
10/9/2017,250.9520004
10/10/2017,251.1805
10/11/2017,251.4230003
10/12/2017,251.6505005
10/13/2017,251.9385002
10/16/2017,252.2169998
10/17/2017,252.4919998
10/18/2017,252.775
10/19/2017,253.0949997
10/20/2017,253.4784988
10/23/2017,253.8374985
10/24/2017,254.2114983
10/25/2017,254.4734978
10/26/2017,254.7369972
10/27/2017,255.060997
10/30/2017,255.2824966
10/31/2017,255.4969963
11/1/2017,255.7134956
11/2/2017,255.8599953
11/3/2017,256.0639961
11/6/2017,256.3089966
11/7/2017,256.5114975
11/8/2017,256.7159966
11/9/2017,256.8924973
11/10/2017,257.0494972
11/13/2017,257.2014969
11/14/2017,257.3144974
11/15/2017,257.3504974
11/16/2017,257.4919975
11/17/2017,257.5294975
11/20/2017,257.6389977
11/21/2017,257.8104973
11/22/2017,258.0339981
11/24/2017,258.2709976
11/27/2017,258.3969986
11/28/2017,258.7029984
11/29/2017,258.9809982
11/30/2017,259.3569992
12/1/2017,259.700499
12/4/2017,259.9849991
12/5/2017,260.2019989
12/6/2017,260.4304977
12/7/2017,260.6784988
12/8/2017,261.0454987
12/11/2017,261.4564987
12/12/2017,261.8789993
12/13/2017,262.3299988
12/14/2017,262.7909988
12/15/2017,263.1854996
12/18/2017,263.7025009
12/19/2017,264.1460022
12/20/2017,264.4980026
12/21/2017,264.8890015
12/22/2017,265.2465027
12/26/2017,265.5945023
12/27/2017,265.8170029
12/28/2017,266.0750031
12/29/2017,266.1675018
1/2/2018,266.3830017
1/3/2018,266.699501
1/4/2018,267.1205002
1/5/2018,267.6295013
1/8/2018,268.1220016
1/9/2018,268.5735016
1/10/2018,268.9640015
1/11/2018,269.4310013
1/12/2018,269.989502
1/16/2018,270.5550018
1/17/2018,271.2100006
1/18/2018,271.7570007
1/19/2018,272.4190002
1/22/2018,273.2020004
1/23/2018,273.9875015
1/24/2018,274.7710007
1/25/2018,275.5764999
